,scale,n_clusters_min,n_clusters_max,k_neighbours_min,k_neighbours_max,len_st_thr,n_cl_max_thr,k_neighb_max_thr,n_edge_clusters_min,n_edge_clusters_max,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,time,AMI,ARI,FMI
79,False,2,14,20,40,[20],[14],[40],8,8,20,40,14,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,7.3591859340667725,0.8506638584448747,0.7141060158549916,0.7544503121437125
80,False,2,14,20,45,[20],[14],[45],8,8,20,45,14,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,10.068533182144165,0.8506638584448747,0.7141060158549916,0.7544503121437125
81,False,2,14,20,50,[20],[14],[50],8,8,20,50,14,9,Median,"[0, 101, 169, 246, 304, 554, 681, 851, 976, 1046]",302.18555751056834,1.9730968549847603,0.022211041301488876,341.0782789453158,4.311410503692958,0.2825543284416199,160.3612311459432,1.5160631155823148,12.594342231750488,0.7983027793317422,0.6230502310641712,0.6764771397273516
82,False,2,17,20,20,[20],[17],[20],8,8,20,20,17,9,Median,"[0, 246, 304, 554, 556, 681, 682, 842, 1046]",108.53718173819928,1.823709147317069,-0.02025694027543068,300.8045635428576,2.329071291599555,0.18395781517028809,48.85811517363884,1.2507788280715733,0.49886083602905273,0.7880438325778499,0.6663186739372132,0.7280378046457041
83,False,2,17,20,25,[20],[17],[25],8,8,20,25,17,9,Median,"[0, 101, 246, 304, 554, 681, 789, 842, 976, 1046]",291.1342710441992,2.1566233038902283,0.049236517399549484,353.7438890893403,4.120286593173659,0.32313430309295654,175.2148560787008,1.3353767620641253,2.1189630031585693,0.8307722343222889,0.6957174596581746,0.7387527465432493
84,False,2,17,20,30,[20],[17],[30],8,8,20,30,17,9,Median,"[0, 101, 167, 246, 554, 682, 789, 842, 976, 1046]",319.03201629867385,2.1622594967484474,0.017592987045645714,352.5408684609758,4.342841001103265,0.3198810815811157,182.57372535212755,1.2330584081608826,4.097020149230957,0.8058771752635676,0.6293546642153837,0.6849130419421126
85,False,2,17,20,35,[20],[17],[35],8,8,20,35,17,9,Median,"[0, 101, 167, 246, 554, 682, 789, 856, 976, 1046]",325.6432683096,2.166543908417225,0.02873394824564457,359.4193627684188,4.716715012933404,0.32343369722366333,185.72001654443056,1.2449259163695927,6.482921600341797,0.8233656425931273,0.6449039371310614,0.6977528922218832
86,False,2,17,20,40,[20],[17],[40],8,8,20,40,17,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,9.585878133773804,0.8506638584448747,0.7141060158549916,0.7544503121437125
87,False,2,17,20,45,[20],[17],[45],8,8,20,45,17,9,Median,"[0, 101, 169, 246, 304, 554, 682, 856, 976, 1046]",309.55018238091316,1.997127540409565,0.023380164057016373,348.8414510398535,4.34517290946472,0.2886427640914917,165.78579252271263,1.4977921166478456,12.377992630004883,0.8078866189655844,0.6287219677338806,0.6814010804944002
88,False,2,17,20,50,[20],[17],[50],8,8,20,50,17,9,Median,"[0, 101, 169, 246, 554, 681, 789, 856, 976, 1046]",324.1189121584194,2.1631044074892998,0.027672823518514633,357.1274947971785,4.748860855372479,0.32132700085639954,183.19285299963136,1.2652825833979389,15.59078335762024,0.8206101276791089,0.6430594339274996,0.6961636807752031
89,False,2,20,20,20,[20],[20],[20],8,8,20,20,20,9,Median,"[0, 126, 246, 304, 554, 556, 682, 842, 976, 1046]",236.16435339061104,1.976318120956421,-0.02471490576863289,336.2869987946374,4.056063898257232,0.2553962171077728,131.86501647077188,1.285822560994934,0.5545239448547363,0.8085559149963959,0.6512332476611473,0.701869513634846
90,False,2,20,20,25,[20],[20],[25],8,8,20,25,20,9,Median,"[0, 101, 246, 304, 554, 681, 789, 842, 976, 1046]",291.1342710441992,2.1566233038902283,0.049236517399549484,353.7438890893403,4.120286593173659,0.32313430309295654,175.2148560787008,1.3353767620641253,2.5245118141174316,0.8307722343222889,0.6957174596581746,0.7387527465432493
91,False,2,20,20,30,[20],[20],[30],8,8,20,30,20,9,Median,"[0, 101, 167, 246, 554, 682, 789, 842, 976, 1046]",319.03201629867385,2.1622594967484474,0.017592987045645714,352.5408684609758,4.342841001103265,0.3198810815811157,182.57372535212755,1.2330584081608826,4.820245742797852,0.8058771752635676,0.6293546642153837,0.6849130419421126
92,False,2,20,20,35,[20],[20],[35],8,8,20,35,20,9,Median,"[0, 101, 167, 246, 554, 682, 789, 856, 976, 1046]",325.6432683096,2.166543908417225,0.02873394824564457,359.4193627684188,4.716715012933404,0.32343369722366333,185.72001654443056,1.2449259163695927,7.655601978302002,0.8233656425931273,0.6449039371310614,0.6977528922218832
93,False,2,20,20,40,[20],[20],[40],8,8,20,40,20,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,10.857739210128784,0.8506638584448747,0.7141060158549916,0.7544503121437125
94,False,2,20,20,45,[20],[20],[45],8,8,20,45,20,9,Median,"[0, 101, 169, 246, 554, 682, 789, 856, 976, 1046]",325.0874797229406,2.1654220446944237,0.028272194787859917,358.74917953755096,4.749210698633192,0.3226005434989929,185.37588768187177,1.261834733756845,14.479459762573242,0.8233065868794514,0.6447043351452216,0.6975736586791911
95,False,2,20,20,50,[20],[20],[50],8,8,20,50,20,9,Median,"[0, 101, 169, 246, 554, 681, 789, 856, 976, 1046]",324.1189121584194,2.1631044074892998,0.027672823518514633,357.1274947971785,4.748860855372479,0.32132700085639954,183.19285299963136,1.2652825833979389,18.63538408279419,0.8206101276791089,0.6430594339274996,0.6961636807752031
96,False,2,2,20,25,[40],[2],[25],8,8,40,25,2,9,Median,"[0, 167, 246, 304, 1046]",125.45407843162661,1.663242220878601,0.05576444789767265,400.2769599683247,1.6831528711038533,0.1932736486196518,68.80805480298577,1.5299758320307688,2.060197114944458,0.399592432553357,0.10329947418615579,0.37614369378967333
97,False,2,2,20,30,[40],[2],[30],8,8,40,30,2,9,Median,"[0, 167, 210, 246, 304, 1046]",70.61684038160377,1.39756678044796,0.03665739670395851,302.09252039656997,1.9428147207358062,0.16908736526966095,35.69391722526707,1.6623112717651263,1.2821998596191406,0.39081839049401357,0.09445310432737786,0.36694428229371717
98,False,2,2,20,35,[40],[2],[35],8,8,40,35,2,9,Median,"[0, 167, 210, 246, 304, 1046]",70.61684038160377,1.39756678044796,0.03665739670395851,302.09252039656997,1.9428147207358062,0.16908736526966095,35.69391722526707,1.6623112717651263,0.573678731918335,0.39081839049401357,0.09445310432737786,0.36694428229371717
99,False,2,2,20,40,[40],[2],[40],8,8,40,40,2,9,Median,"[0, 167, 169, 210, 246, 304, 1046]",44.18289951621094,1.3879018783569337,0.0262749120593071,241.6283926513715,2.8474928729269777,0.16990235447883606,19.893033575479574,1.6868184842611609,0.7522883415222168,0.3886437653765391,0.09398260248132591,0.3664556879151489
100,False,2,2,20,45,[40],[2],[45],8,8,40,45,2,9,Median,"[0, 167, 169, 210, 246, 304, 1046]",44.18289951621094,1.3879018783569337,0.0262749120593071,241.6283926513715,2.8474928729269777,0.16990235447883606,19.893033575479574,1.6868184842611609,0.9411110877990723,0.3886437653765391,0.09398260248132591,0.3664556879151489
101,False,2,2,20,50,[40],[2],[50],8,8,40,50,2,9,Median,"[0, 167, 169, 210, 246, 304, 1046]",44.18289951621094,1.3879018783569337,0.0262749120593071,241.6283926513715,2.8474928729269777,0.16990235447883606,19.893033575479574,1.6868184842611609,1.1490590572357178,0.3886437653765391,0.09398260248132591,0.3664556879151489
102,False,2,5,20,20,[40],[5],[20],8,8,40,20,5,9,Median,"[0, 246, 304, 556, 681, 842, 1046]",448.13662831422306,2.379776930809021,0.09973260015249252,418.45326116633356,2.3953081106415213,0.3282491862773895,236.25741201763464,1.4448238319513316,0.2620408535003662,0.7876350694907175,0.6646541799505735,0.727104030713402
103,False,2,5,20,25,[40],[5],[25],8,8,40,25,5,9,Median,"[0, 92, 167, 246, 304, 509, 554, 681, 842, 1046]",193.65439707152328,1.6369773745536804,0.0061599756591022015,300.6369725080372,2.883023282896664,0.23725731670856476,107.67206287033723,1.8284802278840677,0.6385743618011475,0.7720585572356199,0.6086331426529638,0.6639903665939272
104,False,2,5,20,30,[40],[5],[30],8,8,40,30,5,9,Median,"[0, 167, 246, 304, 509, 554, 681, 842, 976, 1046]",243.79177168440697,1.9154825061559677,0.04448806494474411,332.9124778224834,4.359574100084641,0.27682220935821533,131.11243370957,1.6388068262956967,1.1585958003997803,0.8174239744712468,0.6831784082770371,0.7276832524965292
105,False,2,5,20,35,[40],[5],[35],8,8,40,35,5,9,Median,"[0, 101, 167, 246, 304, 554, 681, 842, 976, 1046]",301.6096245343408,1.9679312631487846,0.023073330521583557,340.9630686931006,4.231685806857916,0.2822219431400299,162.07416275846867,1.5066090675271984,1.6859700679779053,0.7913179212943158,0.6179856106917762,0.6720475696189541
106,False,2,5,20,40,[40],[5],[40],8,8,40,40,5,9,Mode,"[0, 101, 167, 246, 304, 554, 681, 842, 976, 1046]",301.6096245343408,1.9679312631487846,0.023073330521583557,340.9630686931006,4.231685806857916,0.2822219431400299,162.07416275846867,1.5066090675271984,2.4541540145874023,0.7913179212943158,0.6179856106917762,0.6720475696189541
107,False,2,5,20,45,[40],[5],[45],8,8,40,45,5,9,Mode,"[0, 101, 169, 246, 304, 554, 681, 842, 976, 1046]",301.7654193886265,1.96673072129488,0.02270493470132351,340.3424840901369,4.264181492557705,0.28125929832458496,162.09758701776613,1.5232897348363286,3.143831253051758,0.7912616885383061,0.6177744103542888,0.6718603930578366
108,False,2,5,20,50,[40],[5],[50],8,8,40,50,5,9,Mode,"[0, 101, 169, 246, 304, 554, 681, 789, 842, 1046]",232.04500254796253,1.815389595925808,0.012091060169041157,311.5584380405622,2.4742944331873864,0.26871681213378906,145.38104824367412,1.5847972305959424,4.000202178955078,0.7748790202097061,0.5941377714191449,0.6527512673430806
109,False,2,8,20,20,[40],[8],[20],8,8,40,20,8,9,Median,"[0, 246, 304, 554, 556, 681, 682, 842, 1046]",108.53718173819928,1.823709147317069,-0.02025694027543068,300.8045635428576,2.329071291599555,0.18395781517028809,48.85811517363884,1.2507788280715733,0.3023054599761963,0.7880438325778499,0.6663186739372132,0.7280378046457041
110,False,2,8,20,25,[40],[8],[25],8,8,40,25,8,9,Median,"[0, 123, 246, 304, 509, 554, 681, 842, 953, 1046]",234.13808948299913,1.8597105890512466,0.050466105341911316,318.646905326759,3.42666275615863,0.2776716351509094,133.46330173649437,1.731224254342124,1.0019056797027588,0.7962431533105204,0.6627635038510509,0.7098346990421631
111,False,2,8,20,30,[40],[8],[30],8,8,40,30,8,9,Mode,"[0, 92, 167, 246, 304, 554, 681, 842, 976, 1046]",301.45689142023053,1.966154783964157,0.01947915554046631,338.27981486468525,4.20654453484302,0.27921444177627563,161.0308587882805,1.5040877547106852,1.8686778545379639,0.7929820099190902,0.6210423571007517,0.6746148464758972
112,False,2,8,20,35,[40],[8],[35],8,8,40,35,8,9,Median,"[0, 101, 167, 246, 304, 554, 682, 842, 976, 1046]",303.02822257363715,1.9704294130206108,0.02357509173452854,342.4517532642119,4.229147023139325,0.28317728638648987,163.80383658893953,1.505025279766084,2.8808584213256836,0.7941037666480404,0.6199941407451465,0.6737648984857869
113,False,2,8,20,40,[40],[8],[40],8,8,40,40,8,9,Mode,"[0, 101, 167, 246, 304, 554, 682, 842, 976, 1046]",303.02822257363715,1.9704294130206108,0.02357509173452854,342.4517532642119,4.229147023139325,0.28317728638648987,163.80383658893953,1.505025279766084,4.115356206893921,0.7941037666480404,0.6199941407451465,0.6737648984857869
114,False,2,8,20,45,[40],[8],[45],8,8,40,45,8,9,Mode,"[0, 101, 169, 246, 304, 554, 682, 842, 976, 1046]",303.18401742792287,1.969228871166706,0.02320672571659088,341.8272386749901,4.261642708839113,0.2822146415710449,163.827260848237,1.5217059470752141,5.486908674240112,0.7940473356778663,0.61978314022688,0.6735779535840166
115,False,2,8,20,50,[40],[8],[50],8,8,40,50,8,9,Mode,"[0, 101, 169, 246, 304, 554, 681, 789, 976, 1046]",252.39537050671169,1.8290421292185783,0.02389330230653286,301.38340236907084,4.059566421224836,0.2549703121185303,148.59392800381355,1.6572762323841892,6.979308128356934,0.7974297309500408,0.6181978966457226,0.6726050748006595
116,False,2,11,20,20,[40],[11],[20],8,8,40,20,11,9,Median,"[0, 246, 304, 554, 556, 681, 682, 842, 1046]",108.53718173819928,1.823709147317069,-0.02025694027543068,300.8045635428576,2.329071291599555,0.18395781517028809,48.85811517363884,1.2507788280715733,0.3546736240386963,0.7880438325778499,0.6663186739372132,0.7280378046457041
117,False,2,11,20,25,[40],[11],[25],8,8,40,25,11,9,Median,"[0, 101, 246, 304, 554, 681, 789, 842, 976, 1046]",291.1342710441992,2.1566233038902283,0.049236517399549484,353.7438890893403,4.120286593173659,0.32313430309295654,175.2148560787008,1.3353767620641253,1.366103172302246,0.8307722343222889,0.6957174596581746,0.7387527465432493
118,False,2,11,20,30,[40],[11],[30],8,8,40,30,11,9,Median,"[0, 127, 246, 304, 554, 682, 789, 842, 976, 1046]",286.81813639541764,2.1348662227392197,0.05585767328739166,353.62304360209095,4.132925703847389,0.32581669092178345,175.16348159983835,1.3437409808310918,2.6023638248443604,0.8275636702363851,0.677728013785857,0.7232083174573558
119,False,2,11,20,35,[40],[11],[35],8,8,40,35,11,9,Median,"[0, 101, 167, 246, 554, 682, 789, 842, 976, 1046]",319.03201629867385,2.1622594967484474,0.017592987045645714,352.5408684609758,4.342841001103265,0.3198810815811157,182.57372535212755,1.2330584081608826,4.08160138130188,0.8058771752635676,0.6293546642153837,0.6849130419421126
120,False,2,11,20,40,[40],[11],[40],8,8,40,40,11,9,Median,"[0, 101, 167, 246, 304, 554, 682, 842, 976, 1046]",303.02822257363715,1.9704294130206108,0.02357509173452854,342.4517532642119,4.229147023139325,0.28317728638648987,163.80383658893953,1.505025279766084,5.71354866027832,0.7941037666480404,0.6199941407451465,0.6737648984857869
121,False,2,11,20,45,[40],[11],[45],8,8,40,45,11,9,Median,"[0, 101, 168, 246, 304, 554, 681, 842, 976, 1046]",301.77641256138105,1.9670262187719345,0.023195555433630943,340.39823551478884,4.260607392173306,0.2819180488586426,162.09493597620994,1.521134433372073,7.719555139541626,0.791287238206173,0.6178704166912234,0.6719454783167509
122,False,2,11,20,50,[40],[11],[50],8,8,40,50,11,9,Median,"[0, 101, 169, 246, 304, 554, 681, 842, 976, 1046]",301.7654193886265,1.96673072129488,0.02270493470132351,340.3424840901369,4.264181492557705,0.28125929832458496,162.09758701776613,1.5232897348363286,9.73434853553772,0.7912616885383061,0.6177744103542888,0.6718603930578366
123,False,2,14,20,20,[40],[14],[20],8,8,40,20,14,9,Median,"[0, 246, 304, 554, 556, 681, 682, 842, 1046]",108.53718173819928,1.823709147317069,-0.02025694027543068,300.8045635428576,2.329071291599555,0.18395781517028809,48.85811517363884,1.2507788280715733,0.4031715393066406,0.7880438325778499,0.6663186739372132,0.7280378046457041
124,False,2,14,20,25,[40],[14],[25],8,8,40,25,14,9,Median,"[0, 101, 246, 304, 554, 681, 789, 842, 976, 1046]",291.1342710441992,2.1566233038902283,0.049236517399549484,353.7438890893403,4.120286593173659,0.32313430309295654,175.2148560787008,1.3353767620641253,1.7538421154022217,0.8307722343222889,0.6957174596581746,0.7387527465432493
125,False,2,14,20,30,[40],[14],[30],8,8,40,30,14,9,Median,"[0, 101, 167, 246, 554, 682, 789, 842, 976, 1046]",319.03201629867385,2.1622594967484474,0.017592987045645714,352.5408684609758,4.342841001103265,0.3198810815811157,182.57372535212755,1.2330584081608826,3.363175630569458,0.8058771752635676,0.6293546642153837,0.6849130419421126
126,False,2,14,20,35,[40],[14],[35],8,8,40,35,14,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,5.242912530899048,0.8506638584448747,0.7141060158549916,0.7544503121437125
127,False,2,14,20,40,[40],[14],[40],8,8,40,40,14,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,7.382875204086304,0.8506638584448747,0.7141060158549916,0.7544503121437125
128,False,2,14,20,45,[40],[14],[45],8,8,40,45,14,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,9.973217010498047,0.8506638584448747,0.7141060158549916,0.7544503121437125
129,False,2,14,20,50,[40],[14],[50],8,8,40,50,14,9,Median,"[0, 101, 169, 246, 304, 554, 681, 851, 976, 1046]",302.18555751056834,1.9730968549847603,0.022211041301488876,341.0782789453158,4.311410503692958,0.2825543284416199,160.3612311459432,1.5160631155823148,12.658771276473999,0.7983027793317422,0.6230502310641712,0.6764771397273516
130,False,2,17,20,20,[40],[17],[20],8,8,40,20,17,9,Median,"[0, 246, 304, 554, 556, 681, 682, 842, 1046]",108.53718173819928,1.823709147317069,-0.02025694027543068,300.8045635428576,2.329071291599555,0.18395781517028809,48.85811517363884,1.2507788280715733,0.4996953010559082,0.7880438325778499,0.6663186739372132,0.7280378046457041
131,False,2,17,20,25,[40],[17],[25],8,8,40,25,17,9,Median,"[0, 101, 246, 304, 554, 681, 789, 842, 976, 1046]",291.1342710441992,2.1566233038902283,0.049236517399549484,353.7438890893403,4.120286593173659,0.32313430309295654,175.2148560787008,1.3353767620641253,2.131955146789551,0.8307722343222889,0.6957174596581746,0.7387527465432493
132,False,2,17,20,30,[40],[17],[30],8,8,40,30,17,9,Median,"[0, 101, 167, 246, 554, 682, 789, 842, 976, 1046]",319.03201629867385,2.1622594967484474,0.017592987045645714,352.5408684609758,4.342841001103265,0.3198810815811157,182.57372535212755,1.2330584081608826,4.078892707824707,0.8058771752635676,0.6293546642153837,0.6849130419421126
133,False,2,17,20,35,[40],[17],[35],8,8,40,35,17,9,Median,"[0, 101, 167, 246, 554, 682, 789, 856, 976, 1046]",325.6432683096,2.166543908417225,0.02873394824564457,359.4193627684188,4.716715012933404,0.32343369722366333,185.72001654443056,1.2449259163695927,6.974318981170654,0.8233656425931273,0.6449039371310614,0.6977528922218832
134,False,2,17,20,40,[40],[17],[40],8,8,40,40,17,9,Median,"[0, 101, 246, 304, 554, 682, 789, 856, 976, 1046]",298.59901044334947,2.1627562195062637,0.060667734593153,362.30232352816824,4.513937691206765,0.3279961943626404,180.5382473899637,1.3446705745007403,10.509395122528076,0.8506638584448747,0.7141060158549916,0.7544503121437125
135,False,2,17,20,45,[40],[17],[45],8,8,40,45,17,9,Median,"[0, 101, 168, 246, 304, 554, 682, 856, 976, 1046]",309.5611755536677,1.9974230378866196,0.023870784789323807,348.89923696310535,4.341598809080321,0.2893015146255493,165.78314148115643,1.4956368151835902,12.34706997871399,0.8079127365424833,0.628817117291361,0.6814853947947235
